Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,Analysis Neighborhoods
221132830,T06,22051715,Structure Fire,04/23/2022,04/23/2022,04/23/2022 08:56:37 PM,04/23/2022 08:56:37 PM,04/23/2022 08:56:47 PM,04/23/2022 08:58:29 PM,,,,Fire,04/23/2022 08:59:37 PM,FILLMORE ST/FELL ST,San Francisco,94117,B05,05,3532,3,3,3,false,Alarm,1,TRUCK,2,2,5,Hayes Valley,221132830-T06,POINT (-122.43101153946581 37.77490283047128),9
211160679,B03,21049807,Alarms,04/26/2021,04/26/2021,04/26/2021 08:45:29 AM,04/26/2021 08:47:03 AM,04/26/2021 08:47:09 AM,04/26/2021 08:49:51 AM,,,,Fire,04/26/2021 08:52:53 AM,1000 Block of HOWARD ST,San Francisco,94103,B03,01,2252,3,3,3,false,Alarm,1,CHIEF,2,3,6,South of Market,211160679-B03,POINT (-122.40737643830516 37.779489776176206),34
220121678,E25,22005836,Other,01/12/2022,01/12/2022,01/12/2022 01:15:40 PM,01/12/2022 01:17:14 PM,01/12/2022 01:17:26 PM,01/12/2022 01:18:34 PM,01/12/2022 01:22:41 PM,,,Fire,01/12/2022 01:32:02 PM,1200 Block of 25TH ST,San Francisco,94107,B10,25,2612,3,3,3,false,Fire,1,ENGINE,1,10,10,Potrero Hill,220121678-E25,POINT (-122.39118379125864 37.752687852425105),26
211152202,B01,21049635,Alarms,04/25/2021,04/25/2021,04/25/2021 06:27:16 PM,04/25/2021 06:28:36 PM,04/25/2021 06:28:47 PM,04/25/2021 06:29:51 PM,,,,Fire,04/25/2021 06:33:56 PM,800 Block of POST ST,San Francisco,94109,B04,03,1543,3,3,3,false,Alarm,1,CHIEF,3,4,6,Tenderloin,211152202-B01,POINT (-122.41580612874503 37.78729529285942),36
211870109,T01,21079921,Alarms,07/06/2021,07/05/2021,07/06/2021 01:13:36 AM,07/06/2021 01:16:25 AM,07/06/2021 01:16:40 AM,07/06/2021 01:19:09 AM,,,,Fire,07/06/2021 01:23:51 AM,0 Block of 7TH ST,San Francisco,94103,B02,01,2315,3,3,3,false,Alarm,1,TRUCK,3,3,6,South of Market,211870109-T01,POINT (-122.41138596259128 37.77964754313431),34
222030532,T10,22093423,Alarms,07/22/2022,07/21/2022,07/22/2022 07:27:12 AM,07/22/2022 07:28:52 AM,07/22/2022 07:29:07 AM,07/22/2022 07:30:32 AM,07/22/2022 07:33:24 AM,,,Fire,07/22/2022 07:37:01 AM,400 Block of ARGUELLO BLVD,San Francisco,94118,B07,31,0711,3,3,3,false,Alarm,1,TRUCK,1,7,2,Presidio Heights,222030532-T10,POINT (-122.45885943719175 37.782226010807726),31
221130712,B07,22051441,Other,04/23/2022,04/23/2022,04/23/2022 08:59:29 AM,04/23/2022 08:59:59 AM,04/23/2022 09:00:18 AM,04/23/2022 09:02:04 AM,,,,Fire,04/23/2022 09:23:04 AM,CALL BOX: US HWY 101 NB OR SB IN PRESIDIO,San Francisco,94129,B99,51,4632,3,3,3,false,Fire,1,CHIEF,6,7,2,Presidio,221130712-B07,POINT (-122.4747166209797 37.806658198958665),27
222030021,64,22093334,Medical Incident,07/22/2022,07/21/2022,07/22/2022 12:13:19 AM,07/22/2022 12:16:00 AM,07/22/2022 12:16:32 AM,07/22/2022 12:16:40 AM,07/22/2022 12:36:04 AM,07/22/2022 01:02:48 AM,07/22/2022 01:13:50 AM,Code 2 Transport,07/22/2022 02:04:02 AM,800 Block of VALLEJO ST,San Francisco,94133,B01,02,1421,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Chinatown,222030021-64,POINT (-122.4112651234856 37.79821473240494),6
222023230,B05,22093306,High Angle Rescue,07/21/2022,07/21/2022,07/21/2022 10:16:08 PM,07/21/2022 10:20:04 PM,07/21/2022 10:20:29 PM,07/21/2022 10:22:00 PM,07/21/2022 10:27:12 PM,,,Fire,07/21/2022 10:48:02 PM,0 Block of BOWL DR,San Francisco,94118,B07,22,7744,3,3,3,false,Fire,1,CHIEF,6,7.0,7,Golden Gate Park,222023230-B05,POINT (-122.46668281964527 37.7719852376414),12
211862605,E07,21079789,Medical Incident,07/05/2021,07/05/2021,07/05/2021 05:19:43 PM,07/05/2021 05:24:46 PM,07/05/2021 05:25:03 PM,07/05/2021 05:26:22 PM,07/05/2021 05:29:15 PM,,,Code 2 Transport,07/05/2021 05:47:27 PM,500 Block of VALENCIA ST,San Francisco,94103,B02,07,5247,3,2,2,true,Non Life-threatening,1,ENGINE,1,2,9,Mission,211862605-E07,POINT (-122.42173999514011 37.76411273839148),20
221130242,T08,22051363,Alarms,04/23/2022,04/22/2022,04/23/2022 02:47:47 AM,04/23/2022 02:49:37 AM,04/23/2022 02:49:58 AM,04/23/2022 02:52:17 AM,04/23/2022 02:54:40 AM,,,Fire,04/23/2022 03:02:41 AM,800 Block of BRYANT ST,San Francisco,94103,B03,08,2255,3,3,3,false,Alarm,1,TRUCK,2,3,6,South of Market,221130242-T08,POINT (-122.40330713303119 37.7753428666816),34
222023055,88,22093283,Medical Incident,07/21/2022,07/21/2022,07/21/2022 09:07:06 PM,07/21/2022 09:07:06 PM,07/21/2022 09:07:14 PM,07/21/2022 09:07:25 PM,,,,SFPD,07/21/2022 09:19:46 PM,1200 Block of 45TH AVE,San Francisco,94122,B08,23,7654,A,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,222023055-88,POINT (-122.50512297104979 37.763270375769196),35
212862751,B05,21124569,Alarms,10/13/2021,10/13/2021,10/13/2021 06:04:13 PM,10/13/2021 06:05:52 PM,10/13/2021 06:06:01 PM,10/13/2021 06:06:57 PM,,,,Fire,10/13/2021 06:11:00 PM,3400 Block of WASHINGTON ST,San Francisco,94118,B04,10,4423,3,3,3,false,Alarm,1,CHIEF,3,4,2,Presidio Heights,212862751-B05,POINT (-122.44984436634563 37.78967637831608),31
211150565,T16,21049429,Structure Fire,04/25/2021,04/24/2021,04/25/2021 07:41:14 AM,04/25/2021 07:41:39 AM,04/25/2021 07:41:51 AM,04/25/2021 07:43:23 AM,,,,Fire,04/25/2021 09:01:12 AM,1900 Block of LOMBARD ST,San Francisco,94123,B04,16,3461,3,3,3,false,Fire,1,TRUCK,13,4,2,Marina,211150565-T16,POINT (-122.43355921550034 37.80003951001784),13
212862641,T01,21124556,Alarms,10/13/2021,10/13/2021,10/13/2021 05:31:59 PM,10/13/2021 05:33:15 PM,10/13/2021 05:33:20 PM,,,,,Fire,10/13/2021 05:38:33 PM,1100 Block of HOWARD ST,San Francisco,94103,B03,01,2314,3,3,3,false,Alarm,1,TRUCK,2,2,6,South of Market,212862641-T01,POINT (-122.40960598233524 37.777726341471485),34
220112731,E07,22005486,Alarms,01/11/2022,01/11/2022,01/11/2022 06:12:20 PM,01/11/2022 06:16:10 PM,01/11/2022 06:16:18 PM,01/11/2022 06:18:07 PM,01/11/2022 06:20:26 PM,,,Fire,01/11/2022 06:38:35 PM,0 Block of OAKWOOD ST,San Francisco,94110,B02,07,5422,3,3,3,true,Alarm,1,ENGINE,1,6,8,Mission,220112731-E07,POINT (-122.42501298892726 37.760687940674416),20
222022589,B02,22093219,Alarms,07/21/2022,07/21/2022,07/21/2022 06:07:25 PM,07/21/2022 06:08:43 PM,07/21/2022 06:09:51 PM,07/21/2022 06:09:51 PM,07/21/2022 06:13:28 PM,,,Fire,07/21/2022 06:25:19 PM,1000 Block of POTRERO AVE,San Francisco,94110,B10,37,2552,3,3,3,false,Alarm,1,CHIEF,1,10,10,Potrero Hill,222022589-B02,POINT (-122.40654101431957 37.756508001321855),20
221122156,T01,22051171,Elevator / Escalator Rescue,04/22/2022,04/22/2022,04/22/2022 03:38:14 PM,04/22/2022 03:40:06 PM,04/22/2022 03:40:10 PM,04/22/2022 03:43:31 PM,04/22/2022 03:46:12 PM,,,Fire,04/22/2022 04:12:07 PM,100 Block of TAYLOR ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,TRUCK,1,3,6,Tenderloin,221122156-T01,POINT (-122.41092656213192 37.78366898472874),36
211861077,55,21079623,Medical Incident,07/05/2021,07/05/2021,07/05/2021 09:21:42 AM,07/05/2021 09:22:53 AM,07/05/2021 09:23:06 AM,07/05/2021 09:23:13 AM,,,,Cancelled,07/05/2021 09:40:40 AM,800 Block of HAYES ST,San Francisco,94117,B02,05,3522,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Hayes Valley,211861077-55,POINT (-122.43038732318094 37.77599354549776),9
212861829,B02,21124453,Alarms,10/13/2021,10/13/2021,10/13/2021 01:51:31 PM,10/13/2021 01:52:42 PM,10/13/2021 01:52:48 PM,10/13/2021 01:54:01 PM,10/13/2021 01:57:36 PM,,,Fire,10/13/2021 02:06:54 PM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,3,3,3,false,Alarm,1,CHIEF,3,2,6,Tenderloin,212861829-B02,POINT (-122.41687802842209 37.784288091921894),36
211142792,E16,21049293,Electrical Hazard,04/24/2021,04/24/2021,04/24/2021 08:12:43 PM,04/24/2021 08:15:10 PM,04/24/2021 08:16:59 PM,04/24/2021 08:17:17 PM,04/24/2021 08:17:21 PM,,,Fire,04/24/2021 08:17:54 PM,GREENWICH ST/FILLMORE ST,San Francisco,94123,B04,16,3553,3,3,3,true,Alarm,1,ENGINE,1,4,2,Marina,211142792-E16,POINT (-122.43586632130473 37.798951849160765),13
212861571,B04,21124417,Alarms,10/13/2021,10/13/2021,10/13/2021 12:31:21 PM,10/13/2021 12:32:54 PM,10/13/2021 12:33:37 PM,10/13/2021 12:34:40 PM,10/13/2021 12:40:53 PM,,,Fire,10/13/2021 12:54:40 PM,2400 Block of FRANCISCO ST,San Francisco,94123,B04,16,4222,3,3,3,false,Alarm,1,CHIEF,3,4.0,2,Marina,212861571-B04,POINT (-122.44552631533793 37.80059111385945),13
222021728,70,22093090,Structure Fire,07/21/2022,07/21/2022,07/21/2022 01:52:33 PM,07/21/2022 01:53:00 PM,07/21/2022 01:53:30 PM,07/21/2022 01:53:34 PM,,,,Fire,07/21/2022 02:01:16 PM,900 Block of INNES AVE,San Francisco,94124,B10,17,6632,3,3,3,true,Alarm,1,MEDIC,9,10,10,Bayview Hunters Point,222021728-70,POINT (-122.3771031104594 37.73282768655901),1
211860151,B01,21079504,Alarms,07/05/2021,07/04/2021,07/05/2021 12:39:45 AM,07/05/2021 12:41:33 AM,07/05/2021 12:41:42 AM,07/05/2021 12:44:55 AM,,,,Fire,07/05/2021 12:48:50 AM,700 Block of HARRISON ST,San Francisco,94107,B03,01,2216,3,3,3,false,Alarm,1,CHIEF,3,3,6,South of Market,211860151-B01,POINT (-122.39902749500412 37.7813340573866),34
220110979,KM115,22005237,Medical Incident,01/11/2022,01/11/2022,01/11/2022 09:57:48 AM,01/11/2022 09:59:43 AM,01/11/2022 09:59:56 AM,01/11/2022 10:00:43 AM,01/11/2022 10:05:54 AM,01/11/2022 10:32:37 AM,01/11/2022 10:45:37 AM,Code 2 Transport,01/11/2022 11:29:22 AM,2100 Block of SCOTT ST,San Francisco,94115,B04,38,3466,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,4,2,Pacific Heights,220110979-KM115,POINT (-122.43898152029435 37.789661957559915),30
211853408,T15,21079420,Structure Fire,07/04/2021,07/04/2021,07/04/2021 09:59:01 PM,07/04/2021 09:59:45 PM,07/04/2021 10:00:12 PM,07/04/2021 10:01:54 PM,,,,Fire,07/04/2021 10:04:39 PM,4000 Block of MISSION ST,San Francisco,94112,B06,32,5633,3,3,3,false,Alarm,1,TRUCK,7,6,9,Bernal Heights,211853408-T15,POINT (-122.42779351471374 37.732174584535564),2
222020415,T09,22092912,Citizen Assist / Service Call,07/21/2022,07/20/2022,07/21/2022 06:16:17 AM,07/21/2022 06:17:35 AM,07/21/2022 06:18:02 AM,07/21/2022 06:20:44 AM,07/21/2022 06:27:17 AM,,,Fire,07/21/2022 06:29:47 AM,100 Block of BANKS ST,San Francisco,94110,B10,32,5727,2,2,2,false,Alarm,1,TRUCK,1,10.0,9,Bernal Heights,222020415-T09,POINT (-122.4126349024096 37.74084918415007),2
211140740,T17,21049048,Citizen Assist / Service Call,04/24/2021,04/24/2021,04/24/2021 08:29:30 AM,04/24/2021 08:30:54 AM,04/24/2021 08:31:01 AM,04/24/2021 08:32:47 AM,04/24/2021 08:40:20 AM,,,Fire,04/24/2021 08:44:15 AM,1700 Block of NEWCOMB AVE,San Francisco,94124,B10,17,6515,2,2,2,false,Alarm,1,TRUCK,1,10,10,Bayview Hunters Point,211140740-T17,POINT (-122.39254543260644 37.73686412091329),1
220103457,T02,22005102,Alarms,01/10/2022,01/10/2022,01/10/2022 11:37:20 PM,01/10/2022 11:39:13 PM,01/10/2022 11:39:21 PM,01/10/2022 11:40:24 PM,01/10/2022 11:43:41 PM,,,Fire,01/10/2022 11:51:07 PM,1200 Block of JACKSON ST,San Francisco,94109,B01,41,1535,3,3,3,false,Alarm,1,TRUCK,2,1,3,Nob Hill,220103457-T02,POINT (-122.41563816692766 37.79482849806998),21
211140067,B01,21048945,Structure Fire,04/24/2021,04/23/2021,04/24/2021 12:37:48 AM,04/24/2021 12:39:18 AM,04/24/2021 12:39:49 AM,04/24/2021 12:41:25 AM,04/24/2021 12:45:01 AM,,,Fire,04/24/2021 12:48:22 AM,200 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,CHIEF,7,3,6,Tenderloin,211140067-B01,POINT (-122.41176253071582 37.78398255874931),36
222012989,E42,22092800,Outside Fire,07/20/2022,07/20/2022,07/20/2022 08:50:42 PM,07/20/2022 08:51:36 PM,07/20/2022 08:52:51 PM,07/20/2022 08:53:57 PM,07/20/2022 08:56:58 PM,,,Fire,07/20/2022 08:59:51 PM,WOOLSEY ST/BOWDOIN ST,San Francisco,94134,B10,42,6331,3,3,3,true,Fire,1,ENGINE,1,9,9,Portola,222012989-E42,POINT (-122.40951468690183 37.723430350404165),25
212851348,T04,21123948,Alarms,10/12/2021,10/12/2021,10/12/2021 11:32:31 AM,10/12/2021 11:33:51 AM,10/12/2021 11:33:59 AM,10/12/2021 11:34:12 AM,10/12/2021 11:37:12 AM,,,Fire,10/12/2021 11:42:08 AM,500 Block of INDIANA ST,San Francisco,94107,B03,04,2436,3,3,3,false,Alarm,1,TRUCK,1,3,10,Potrero Hill,212851348-T04,POINT (-122.39172830074102 37.76286357433099),26
211131421,T18,21048687,Alarms,04/23/2021,04/23/2021,04/23/2021 12:26:25 PM,04/23/2021 12:28:23 PM,04/23/2021 12:29:07 PM,04/23/2021 12:31:31 PM,,,,Fire,04/23/2021 12:33:42 PM,3100 Block of ORTEGA ST,San Francisco,94116,B08,18,7623,3,3,3,false,Alarm,1,TRUCK,3,8,4,Sunset/Parkside,211131421-T18,POINT (-122.49723224795656 37.75139637306038),35
211843055,E13,21078990,Alarms,07/03/2021,07/03/2021,07/03/2021 08:52:18 PM,07/03/2021 08:53:32 PM,07/03/2021 08:53:41 PM,07/03/2021 08:55:13 PM,07/03/2021 08:56:51 PM,,,Fire,07/03/2021 09:03:48 PM,100 Block of BUSH ST,San Francisco,94104,B01,13,1163,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,211843055-E13,POINT (-122.40016900228825 37.79130608586201),8
221101857,T03,22050238,Alarms,04/20/2022,04/20/2022,04/20/2022 01:56:16 PM,04/20/2022 01:56:55 PM,04/20/2022 01:57:02 PM,04/20/2022 01:59:25 PM,04/20/2022 02:01:40 PM,,,Fire,04/20/2022 02:05:19 PM,100 Block of LARKIN ST,San Francisco,94102,B02,36,1647,3,3,3,false,Alarm,1,TRUCK,2,2,6,Tenderloin,221101857-T03,POINT (-122.41660589429564 37.77912986697991),36
222003183,B08,22092426,Alarms,07/19/2022,07/19/2022,07/19/2022 10:11:16 PM,07/19/2022 10:12:52 PM,07/19/2022 10:13:05 PM,07/19/2022 10:15:05 PM,07/19/2022 10:20:08 PM,,,Fire,07/19/2022 10:23:03 PM,1700 Block of 48TH AVE,San Francisco,94122,B08,23,7716,3,3,3,false,Alarm,1,CHIEF,3,8,4,Sunset/Parkside,222003183-B08,POINT (-122.50754067078155 37.753805878794125),35
211841832,D3,21078860,Structure Fire,07/03/2021,07/03/2021,07/03/2021 02:31:46 PM,07/03/2021 02:33:27 PM,07/03/2021 02:33:59 PM,07/03/2021 02:34:09 PM,,,,Fire,07/03/2021 02:38:21 PM,100 Block of APOLLO ST,San Francisco,94124,B10,42,6447,3,3,3,false,Alarm,1,CHIEF,10,10,10,Bayview Hunters Point,211841832-D3,POINT (-122.39887782181265 37.73088705992564),1
211841634,B02,21078840,Alarms,07/03/2021,07/03/2021,07/03/2021 01:34:15 PM,07/03/2021 01:35:15 PM,07/03/2021 01:35:48 PM,07/03/2021 01:37:30 PM,,,,Fire,07/03/2021 01:41:05 PM,600 Block of POST ST,San Francisco,94109,B01,03,1451,3,3,3,false,Alarm,1,CHIEF,3,1,3,Nob Hill,211841634-B02,POINT (-122.41203235978642 37.78788548961571),21
220100357,T01,22004628,Other,01/10/2022,01/09/2022,01/10/2022 05:49:57 AM,01/10/2022 05:49:57 AM,01/10/2022 05:50:29 AM,01/10/2022 05:53:12 AM,01/10/2022 06:01:31 AM,,,Fire,01/10/2022 06:06:59 AM,1200 Block of FOLSOM ST,San Francisco,94103,B02,01,2322,B,3,3,false,Alarm,1,TRUCK,1,2,6,South of Market,220100357-T01,POINT (-122.41078763578462 37.77434164105096),34
221101643,AR1,22050205,Structure Fire,04/20/2022,04/20/2022,04/20/2022 12:47:32 PM,04/20/2022 12:48:37 PM,04/20/2022 01:04:23 PM,04/20/2022 01:04:23 PM,04/20/2022 01:22:37 PM,,,Fire,04/20/2022 01:59:43 PM,200 Block of SAN BRUNO AVE,San Francisco,94103,B02,29,2352,3,3,3,false,Alarm,1,INVESTIGATION,8,2,10,Mission,221101643-AR1,POINT (-122.40571547977476 37.76654613819271),20
222002923,T08,22092401,Structure Fire,07/19/2022,07/19/2022,07/19/2022 08:31:32 PM,07/19/2022 08:31:59 PM,07/19/2022 08:32:23 PM,07/19/2022 08:33:21 PM,07/19/2022 08:41:50 PM,,,Fire,07/19/2022 09:54:07 PM,400 Block of BERRY ST,San Francisco,94107,B03,08,2262,3,3,3,true,Alarm,1,TRUCK,6,3,6,Mission Bay,222002923-T08,POINT (-122.39820071397206 37.77203350374685),4
212842299,D3,21123640,Structure Fire,10/11/2021,10/11/2021,10/11/2021 04:45:15 PM,10/11/2021 04:48:17 PM,10/11/2021 04:48:42 PM,10/11/2021 04:49:19 PM,10/11/2021 04:59:51 PM,,,Fire,10/11/2021 05:33:13 PM,LAKE MERCED BL/BROTHERHOOD WY,San Francisco,94132,B08,19,8775,3,3,3,false,Fire,1,CHIEF,7,8,7,Lakeshore,212842299-D3,POINT (-122.48522893486708 37.71469451375496),16
222002802,T12,22092385,Alarms,07/19/2022,07/19/2022,07/19/2022 07:36:30 PM,07/19/2022 07:37:36 PM,07/19/2022 07:37:57 PM,07/19/2022 07:39:20 PM,07/19/2022 07:43:34 PM,,,Fire,07/19/2022 07:55:07 PM,500 Block of PARNASSUS AVE,San Francisco,94131,B05,12,7323,3,3,3,false,Alarm,1,TRUCK,3,5,7,Inner Sunset,222002802-T12,POINT (-122.45820598858694 37.763316596988),14
221101494,T02,22050178,Other,04/20/2022,04/20/2022,04/20/2022 12:09:10 PM,04/20/2022 12:10:08 PM,04/20/2022 12:10:13 PM,04/20/2022 12:11:32 PM,04/20/2022 12:12:25 PM,,,Fire,04/20/2022 12:17:42 PM,700 Block of BROADWAY,San Francisco,94133,B01,02,1353,3,3,3,false,Alarm,1,TRUCK,1,1,3,Chinatown,221101494-T02,POINT (-122.40914312494147 37.79750610574507),6
222002547,E36,22092357,Medical Incident,07/19/2022,07/19/2022,07/19/2022 06:06:20 PM,07/19/2022 06:08:57 PM,07/19/2022 06:09:32 PM,07/19/2022 06:12:06 PM,07/19/2022 06:14:33 PM,,,No Merit,07/19/2022 06:15:14 PM,VAN NESS AV/MCALLISTER ST,San Francisco,94102,B02,36,3165,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Hayes Valley,222002547-E36,POINT (-122.42024718479252 37.780074696823256),9
211841013,T16,21078775,Alarms,07/03/2021,07/03/2021,07/03/2021 10:39:21 AM,07/03/2021 10:40:48 AM,07/03/2021 10:41:09 AM,07/03/2021 10:42:48 AM,07/03/2021 10:48:23 AM,,,Fire,07/03/2021 10:56:35 AM,2300 Block of GREEN ST,San Francisco,94123,B04,16,3612,3,3,3,false,Alarm,1,TRUCK,3,4,2,Marina,211841013-T16,POINT (-122.43778148331212 37.7958995297551),13
211122580,60,21048368,Other,04/22/2021,04/22/2021,04/22/2021 06:23:22 PM,04/22/2021 06:23:22 PM,04/22/2021 06:24:29 PM,,,,,Cancelled,04/22/2021 06:27:33 PM,24TH ST/MISSION ST,San Francisco,94110,B06,11,5525,A,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,211122580-60,POINT (-122.4184452728508 37.75223945497939),20
212841844,E03,21123584,Medical Incident,10/11/2021,10/11/2021,10/11/2021 02:49:04 PM,10/11/2021 02:49:46 PM,10/11/2021 02:51:36 PM,,,,,Fire,10/11/2021 02:52:38 PM,1300 Block of ELLIS ST,San Francisco,94115,B02,05,3431,3,3,3,true,Alarm,1,ENGINE,3,2,5,Western Addition,212841844-E03,POINT (-122.42992597107693 37.782633908303985),39
211840166,T03,21078666,Elevator / Escalator Rescue,07/03/2021,07/02/2021,07/03/2021 01:22:58 AM,07/03/2021 01:24:07 AM,07/03/2021 01:24:14 AM,07/03/2021 01:27:29 AM,07/03/2021 01:28:52 AM,,,Fire,07/03/2021 01:37:49 AM,300 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,false,Alarm,1,TRUCK,1,3,6,Tenderloin,211840166-T03,POINT (-122.41195004222158 37.784916184363595),36
211121487,T06,21048240,Alarms,04/22/2021,04/22/2021,04/22/2021 12:57:18 PM,04/22/2021 12:57:20 PM,04/22/2021 12:57:26 PM,04/22/2021 12:59:18 PM,04/22/2021 01:00:25 PM,,,Fire,04/22/2021 01:03:34 PM,3200 Block of 16TH ST,San Francisco,94103,B02,06,5235,3,3,3,false,Alarm,1,TRUCK,2,2,8,Mission,211121487-T06,POINT (-122.42548329632146 37.76475508874529),20
220092097,E36,22004401,Outside Fire,01/09/2022,01/09/2022,01/09/2022 04:59:53 PM,01/09/2022 04:59:53 PM,01/09/2022 05:00:38 PM,01/09/2022 05:01:54 PM,01/09/2022 05:03:50 PM,,,Fire,01/09/2022 05:07:44 PM,MCALLISTER ST/FRANKLIN ST,San Francisco,94102,B02,36,3215,A,3,3,false,Fire,1,ENGINE,1,2,5,Western Addition,220092097-E36,POINT (-122.42189157232926 37.77989010491683),39
220091721,T16,22004359,Alarms,01/09/2022,01/09/2022,01/09/2022 02:56:52 PM,01/09/2022 02:58:18 PM,01/09/2022 02:58:24 PM,01/09/2022 03:00:19 PM,01/09/2022 03:02:50 PM,,,Fire,01/09/2022 03:10:36 PM,2600 Block of PACIFIC AVE,San Francisco,94115,B04,38,3653,3,3,3,false,Alarm,1,TRUCK,3,4,2,Pacific Heights,220091721-T16,POINT (-122.43885476426611 37.79287910659116),30
212840182,B04,21123380,Alarms,10/11/2021,10/10/2021,10/11/2021 02:08:34 AM,10/11/2021 02:11:10 AM,10/11/2021 02:11:22 AM,10/11/2021 02:12:27 AM,10/11/2021 02:15:18 AM,,,Fire,10/11/2021 02:24:25 AM,1400 Block of BUSH ST,San Francisco,94109,B04,03,3156,3,3,3,false,Alarm,1,CHIEF,2,4,3,Nob Hill,212840182-B04,POINT (-122.42111675258481 37.78854011605864),21
221092762,T10,22049908,Alarms,04/19/2022,04/19/2022,04/19/2022 08:25:50 PM,04/19/2022 08:28:31 PM,04/19/2022 08:28:37 PM,04/19/2022 08:30:04 PM,04/19/2022 08:33:31 PM,,,Fire,04/19/2022 08:49:59 PM,0 Block of PRESIDIO TER,San Francisco,94118,B07,10,4444,3,3,3,false,Alarm,1,TRUCK,2,7,2,Inner Richmond,221092762-T10,POINT (-122.46136488850534 37.78820098081415),11
221092464,D3,22049852,Structure Fire,04/19/2022,04/19/2022,04/19/2022 06:34:53 PM,04/19/2022 06:35:43 PM,04/19/2022 06:35:54 PM,04/19/2022 06:36:26 PM,,,,Fire,04/19/2022 06:42:27 PM,200 Block of RITCH ST,San Francisco,94107,B03,08,2174,3,3,3,false,Alarm,1,CHIEF,7,3.0,6,South of Market,221092464-D3,POINT (-122.39561128216484 37.78027812725701),34
211831034,E28,21078353,Medical Incident,07/02/2021,07/02/2021,07/02/2021 10:38:26 AM,07/02/2021 10:39:30 AM,07/02/2021 10:39:57 AM,07/02/2021 10:40:09 AM,07/02/2021 10:42:36 AM,,,Code 2 Transport,07/02/2021 10:51:25 AM,500 Block of NORTH POINT ST,San Francisco,94133,B01,28,1433,3,3,3,false,Non Life-threatening,1,ENGINE,1,1,3,North Beach,211831034-E28,POINT (-122.41626501997827 37.806296620277756),23
221993166,B09,22091965,Alarms,07/18/2022,07/18/2022,07/18/2022 11:48:57 PM,07/18/2022 11:50:31 PM,07/18/2022 11:50:39 PM,07/18/2022 11:53:08 PM,07/19/2022 12:06:25 AM,,,Fire,07/19/2022 12:06:29 AM,100 Block of FONT BLVD,San Francisco,94132,B08,33,8422,3,3,3,false,Alarm,1,CHIEF,3,8,7,Lakeshore,221993166-B09,POINT (-122.47362991973824 37.71554505283699),16
220083125,E16,22004105,Medical Incident,01/08/2022,01/08/2022,01/08/2022 11:43:36 PM,01/08/2022 11:46:00 PM,01/08/2022 11:47:01 PM,01/08/2022 11:48:38 PM,01/08/2022 11:52:09 PM,,,Code 2 Transport,01/09/2022 12:37:45 AM,LOMBARD ST/FILLMORE ST,San Francisco,94123,B04,16,3461,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,220083125-E16,POINT (-122.43604617398029 37.799842950272584),13
211830622,HZ1,21078307,Other,07/02/2021,07/01/2021,07/02/2021 07:57:44 AM,07/02/2021 08:03:48 AM,07/02/2021 08:24:45 AM,07/02/2021 08:27:03 AM,07/02/2021 08:35:00 AM,,,Fire,07/02/2021 09:52:30 AM,200 Block of 2ND ST,San Francisco,94105,B03,35,2147,3,3,3,false,Alarm,1,SUPPORT,7,3,6,Financial District/South Beach,211830622-HZ1,POINT (-122.39692077599308 37.78579181631831),8
221992933,RS1,22091936,Other,07/18/2022,07/18/2022,07/18/2022 09:50:00 PM,07/18/2022 09:50:00 PM,07/18/2022 09:50:51 PM,07/18/2022 09:52:37 PM,,,,Cancelled,07/18/2022 09:55:45 PM,DIVISADERO ST/MARINA BL,San Francisco,94123,B04,16,4214,A,3,3,false,Fire,1,RESCUE SQUAD,5,4,2,Marina,221992933-RS1,POINT (-122.44398351783961 37.80558113859593),13
221090742,T03,22049636,Alarms,04/19/2022,04/19/2022,04/19/2022 09:20:48 AM,04/19/2022 09:22:57 AM,04/19/2022 09:23:01 AM,04/19/2022 09:25:42 AM,04/19/2022 09:27:23 AM,,,Fire,04/19/2022 09:29:52 AM,300 Block of HYDE ST,San Francisco,94109,B02,03,1555,3,3,3,false,Alarm,1,TRUCK,1,2,6,Tenderloin,221090742-T03,POINT (-122.41590880888869 37.78399096562292),36
