Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
130529,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,409,Southeast Queens,2013,01/01/2013,8.1,
130530,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,410,Rockaways,2013,01/01/2013,6.1,
130531,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,501,Port Richmond,2013,01/01/2013,2.8,
130532,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,502,Stapleton - St. George,2013,01/01/2013,4.7,
130533,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,503,Willowbrook,2013,01/01/2013,2.1,
130534,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,504,South Beach - Tottenville,2013,01/01/2013,2,
130535,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Citywide,1,New York City,2013,01/01/2013,29.4,
130536,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,1,Bronx,2013,01/01/2013,42.7,
130537,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,2,Brooklyn,2013,01/01/2013,22.8,
130538,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,3,Manhattan,2013,01/01/2013,161.1,
130539,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,4,Queens,2013,01/01/2013,16.1,
130540,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,5,Staten Island,2013,01/01/2013,2.7,
130685,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,101,Kingsbridge - Riverdale,2005,01/01/2005,2.9,
130686,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,102,Northeast Bronx,2005,01/01/2005,2.8,
130687,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,103,Fordham - Bronx Pk,2005,01/01/2005,2.7,
130688,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,104,Pelham - Throgs Neck,2005,01/01/2005,2.7,
130689,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,105,Crotona -Tremont,2005,01/01/2005,3,
130690,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,106,High Bridge - Morrisania,2005,01/01/2005,3,
130691,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,107,Hunts Point - Mott Haven,2005,01/01/2005,2.8,
130692,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,201,Greenpoint,2005,01/01/2005,3.7,
164933,383,Sulfur Dioxide (SO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2009-10,12/01/2009,3.85,
130693,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,202,Downtown - Heights - Slope,2005,01/01/2005,3.7,
130694,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,2.5,
130695,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,204,East New York,2005,01/01/2005,2.3,
130696,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,205,Sunset Park,2005,01/01/2005,3.2,
130697,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,206,Borough Park,2005,01/01/2005,2.5,
130698,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,207,East Flatbush - Flatbush,2005,01/01/2005,2.3,
130699,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,208,Canarsie - Flatlands,2005,01/01/2005,2.4,
130700,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.8,
130701,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,210,Coney Island - Sheepshead Bay,2005,01/01/2005,2.4,
130702,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,211,Williamsburg - Bushwick,2005,01/01/2005,2.8,
130703,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,301,Washington Heights,2005,01/01/2005,4.1,
130704,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,302,Central Harlem - Morningside Heights,2005,01/01/2005,3.9,
130705,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,303,East Harlem,2005,01/01/2005,4.2,
130706,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,304,Upper West Side,2005,01/01/2005,3.9,
130707,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,305,Upper East Side,2005,01/01/2005,4.5,
130708,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,306,Chelsea - Clinton,2005,01/01/2005,4.9,
130709,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,307,Gramercy Park - Murray Hill,2005,01/01/2005,5.3,
130710,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,308,Greenwich Village - SoHo,2005,01/01/2005,4.7,
130711,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,309,Union Square - Lower East Side,2005,01/01/2005,5,
130712,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,310,Lower Manhattan,2005,01/01/2005,6.3,
130713,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,401,Long Island City - Astoria,2005,01/01/2005,2.7,
130714,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,402,West Queens,2005,01/01/2005,2.2,
130715,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,403,Flushing - Clearview,2005,01/01/2005,1.9,
130716,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,404,Bayside - Little Neck,2005,01/01/2005,1.9,
130717,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,405,Ridgewood - Forest Hills,2005,01/01/2005,2,
130718,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,406,Fresh Meadows,2005,01/01/2005,1.7,
130719,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,407,Southwest Queens,2005,01/01/2005,1.8,
130720,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,408,Jamaica,2005,01/01/2005,1.8,
130721,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,409,Southeast Queens,2005,01/01/2005,1.8,
130722,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,410,Rockaways,2005,01/01/2005,1.4,
130723,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,501,Port Richmond,2005,01/01/2005,2.5,
130724,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,502,Stapleton - St. George,2005,01/01/2005,1.3,
130725,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,503,Willowbrook,2005,01/01/2005,1.6,
130726,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,504,South Beach - Tottenville,2005,01/01/2005,1.1,
130727,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Citywide,1,New York City,2005,01/01/2005,2.9,
130728,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,1,Bronx,2005,01/01/2005,2.8,
130729,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,2,Brooklyn,2005,01/01/2005,2.8,
130730,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,3,Manhattan,2005,01/01/2005,4.7,
130731,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,4,Queens,2005,01/01/2005,1.9,
130732,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,5,Staten Island,2005,01/01/2005,1.6,
130733,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,101,Kingsbridge - Riverdale,2005,01/01/2005,3.2,
130734,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,102,Northeast Bronx,2005,01/01/2005,3.2,
130735,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,103,Fordham - Bronx Pk,2005,01/01/2005,3.2,
130736,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,104,Pelham - Throgs Neck,2005,01/01/2005,3.2,
130737,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,105,Crotona -Tremont,2005,01/01/2005,3.4,
130738,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,106,High Bridge - Morrisania,2005,01/01/2005,3.6,
130739,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,107,Hunts Point - Mott Haven,2005,01/01/2005,3.5,
130740,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,201,Greenpoint,2005,01/01/2005,3.5,
130741,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,202,Downtown - Heights - Slope,2005,01/01/2005,3.2,
130742,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,3,
130743,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,204,East New York,2005,01/01/2005,2.8,
130744,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,205,Sunset Park,2005,01/01/2005,3.2,
130745,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,206,Borough Park,2005,01/01/2005,2.9,
130746,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,207,East Flatbush - Flatbush,2005,01/01/2005,2.8,
130747,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,208,Canarsie - Flatlands,2005,01/01/2005,2.8,
130748,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.7,
130749,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,210,Coney Island - Sheepshead Bay,2005,01/01/2005,2.5,
130750,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,211,Williamsburg - Bushwick,2005,01/01/2005,3.1,
130751,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,301,Washington Heights,2005,01/01/2005,3.9,
130752,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,302,Central Harlem - Morningside Heights,2005,01/01/2005,4.2,
130753,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,303,East Harlem,2005,01/01/2005,4.2,
130754,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,304,Upper West Side,2005,01/01/2005,4,
130755,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,305,Upper East Side,2005,01/01/2005,4.5,
130756,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,306,Chelsea - Clinton,2005,01/01/2005,4.6,
130757,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,307,Gramercy Park - Murray Hill,2005,01/01/2005,5.3,
130758,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,308,Greenwich Village - SoHo,2005,01/01/2005,4,
130759,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,309,Union Square - Lower East Side,2005,01/01/2005,4,
130760,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,310,Lower Manhattan,2005,01/01/2005,4.2,
130761,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,401,Long Island City - Astoria,2005,01/01/2005,3.6,
130762,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,402,West Queens,2005,01/01/2005,3.4,
130763,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,403,Flushing - Clearview,2005,01/01/2005,2.7,
130764,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,404,Bayside - Little Neck,2005,01/01/2005,2.5,
130765,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,405,Ridgewood - Forest Hills,2005,01/01/2005,3,
130766,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,406,Fresh Meadows,2005,01/01/2005,2.3,
130767,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,407,Southwest Queens,2005,01/01/2005,2.4,
130768,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,408,Jamaica,2005,01/01/2005,2.4,
130769,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,409,Southeast Queens,2005,01/01/2005,2.4,
130770,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,410,Rockaways,2005,01/01/2005,2,
130771,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,501,Port Richmond,2005,01/01/2005,2.4,
130772,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,502,Stapleton - St. George,2005,01/01/2005,2.3,
130773,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,503,Willowbrook,2005,01/01/2005,2.3,
130774,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,504,South Beach - Tottenville,2005,01/01/2005,2.2,
130775,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Citywide,1,New York City,2005,01/01/2005,3.2,
130776,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,1,Bronx,2005,01/01/2005,3.3,
130777,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,2,Brooklyn,2005,01/01/2005,3,
130778,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,3,Manhattan,2005,01/01/2005,4.3,
130779,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,4,Queens,2005,01/01/2005,2.7,
130780,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,5,Staten Island,2005,01/01/2005,2.3,
130781,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Citywide,1,New York City,2005-2007,01/01/2005,64.7,
130782,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,76.5,
130783,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,2,Brooklyn,2005-2007,01/01/2005,67.8,
130784,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,3,Manhattan,2005-2007,01/01/2005,64,
130785,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,4,Queens,2005-2007,01/01/2005,54.8,
130786,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,5,Staten Island,2005-2007,01/01/2005,70.7,
130787,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2005-2007,01/01/2005,88.3,
130788,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,102,Northeast Bronx,2005-2007,01/01/2005,152.6,
130789,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2005-2007,01/01/2005,167.2,
130790,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,104,Pelham - Throgs Neck,2005-2007,01/01/2005,162.5,
130791,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,105,Crotona -Tremont,2005-2007,01/01/2005,257.1,
130792,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,106,High Bridge - Morrisania,2005-2007,01/01/2005,308,
130793,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2005-2007,01/01/2005,278.6,
130794,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,201,Greenpoint,2005-2007,01/01/2005,60.8,
130825,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,501,Port Richmond,2005-2007,01/01/2005,106.9,
130795,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,01/01/2005,99.3,
130796,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,195.4,
130797,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,204,East New York,2005-2007,01/01/2005,175.6,
130798,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,205,Sunset Park,2005-2007,01/01/2005,47,
130799,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,206,Borough Park,2005-2007,01/01/2005,14.7,
130800,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2005-2007,01/01/2005,111.9,
130801,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,208,Canarsie - Flatlands,2005-2007,01/01/2005,91.9,
130802,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,19.7,
130803,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2005-2007,01/01/2005,38.4,
130804,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2005-2007,01/01/2005,185.7,
130805,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,301,Washington Heights,2005-2007,01/01/2005,175.9,
130806,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2005-2007,01/01/2005,424.7,
130807,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,303,East Harlem,2005-2007,01/01/2005,354.2,
130808,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,304,Upper West Side,2005-2007,01/01/2005,113.2,
130809,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,305,Upper East Side,2005-2007,01/01/2005,39,
130810,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,139.1,
130811,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2005-2007,01/01/2005,61.7,
130812,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2005-2007,01/01/2005,25.6,
130813,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,309,Union Square - Lower East Side,2005-2007,01/01/2005,124.9,
130814,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,310,Lower Manhattan,2005-2007,01/01/2005,71.6,
130815,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,401,Long Island City - Astoria,2005-2007,01/01/2005,71.2,
130816,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,402,West Queens,2005-2007,01/01/2005,89.3,
130817,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,403,Flushing - Clearview,2005-2007,01/01/2005,48.7,
130818,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,404,Bayside - Little Neck,2005-2007,01/01/2005,26.7,
130819,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2005-2007,01/01/2005,51,
130820,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,406,Fresh Meadows,2005-2007,01/01/2005,54.8,
130821,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,407,Southwest Queens,2005-2007,01/01/2005,81.4,
130822,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,408,Jamaica,2005-2007,01/01/2005,113.6,
130823,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,409,Southeast Queens,2005-2007,01/01/2005,73.8,
130824,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,410,Rockaways,2005-2007,01/01/2005,152.7,
219977,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2009,06/01/2009,20.44,
130826,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,502,Stapleton - St. George,2005-2007,01/01/2005,82.4,
130827,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,503,Willowbrook,2005-2007,01/01/2005,30.2,
130828,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,504,South Beach - Tottenville,2005-2007,01/01/2005,24,
130829,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,1,New York City,2005-2007,01/01/2005,126.3,
130830,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2005-2007,01/01/2005,212.5,
130831,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,2,Brooklyn,2005-2007,01/01/2005,99.3,
130832,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,3,Manhattan,2005-2007,01/01/2005,179.4,
130833,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,4,Queens,2005-2007,01/01/2005,80.8,
130834,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,5,Staten Island,2005-2007,01/01/2005,55.3,
130883,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2005-2007,01/01/2005,28.5,
130884,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,102,Northeast Bronx,2005-2007,01/01/2005,25.9,
130885,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2005-2007,01/01/2005,28.1,
