YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,NMBR,RACE,AIAN,,,,
2010,2010,NV,Nevada,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,8.47,8.47,,,7.98,8.96,Gender,Male,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST3_1,CRDRATE,GENDER,GENM,,,,
2018,2018,WY,Wyoming,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-108.10983035299967 43.23554134300048),,56,AST,AST3_1,CRDRATE,RACE,API,,,,
2012,2012,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,CRDRATE,RACE,API,,,,
2016,2016,NV,Nevada,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,3.62,3.62,,,3.21,4.03,Race/Ethnicity,Hispanic,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST3_1,AGEADJRATE,RACE,HIS,,,,
2014,2014,LA,Louisiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,13.9,13.9,,,9.6,19.5,Gender,Female,,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2014,2014,KY,Kentucky,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,994,994,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST3_1,NMBR,RACE,BLK,,,,
2014,2014,ND,North Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST3_1,NMBR,RACE,BLK,,,,
2016,2016,NJ,New Jersey,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,4587,4587,,,,,Gender,Female,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST3_1,NMBR,GENDER,GENF,,,,
2017,2017,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,,Number,27,27,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,NMBR,RACE,WHT,,,,
2017,2017,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,16.8,16.8,,,10.8,25,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2017,2017,RI,Rhode Island,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,4.83,4.83,,,4.19,5.46,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,AST,AST3_1,AGEADJRATE,GENDER,GENM,,,,
2014,2014,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,NMBR,RACE,BLK,,,,
2014,2014,NM,New Mexico,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST3_1,CRDRATE,RACE,API,,,,
2011,2011,CA,California,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,11.5,11.5,,,10.1,13,Gender,Female,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2018,2018,FL,Florida,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,8.4,8.4,,,6.2,11.2,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2012,2012,MI,Michigan,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2011,2011,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2020,2020,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,NMBR,GENDER,GENF,,,,
2015,2015,IN,Indiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,12.9,12.9,,,10.3,15.9,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,NJ,New Jersey,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,15088,15088,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2016,2016,ND,North Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST3_1,NMBR,RACE,WHT,,,,
2018,2018,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,NMBR,GENDER,GENM,,,,
2017,2017,GA,Georgia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST4_1,CRDRATE,RACE,API,,,,
2016,2016,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,10.3,10.3,,,7.8,13.4,Gender,Female,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2014,2014,VI,Virgin Islands,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-64.896335 18.335765),,78,AST,AST3_1,AGEADJRATE,RACE,BLK,,,,
2010,2010,MD,Maryland,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,11.22,11.22,,,10.86,11.59,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2012,2012,MN,Minnesota,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,12.0,12,,,9.3,15.2,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,FL,Florida,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2010,2010,NY,New York,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,10571,10571,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST3_1,NMBR,RACE,WHT,,,,
2019,2019,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,NMBR,GENDER,GENF,,,,
2012,2012,MT,Montana,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,NMBR,RACE,HIS,,,,
2014,2014,MD,Maryland,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,10.64,10.64,,,10.26,11.01,Gender,Male,,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST3_1,CRDRATE,GENDER,GENM,,,,
2014,2014,MA,Massachusetts,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST4_1,NMBR,RACE,BLK,,,,
2014,2014,NM,New Mexico,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2013,2013,IA,Iowa,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,5.95,5.95,,,5.68,6.22,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST3_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,10.1,10.1,,,6.8,14.4,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2014,2014,DE,Delaware,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2010,2010,NJ,New Jersey,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,3047,3047,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST3_1,NMBR,RACE,HIS,,,,
2015,2015,ME,Maine,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST3_1,CRDRATE,RACE,HIS,,,,
2018,2018,MN,Minnesota,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,1062,1062,,,,,Gender,Female,,,,,POINT (-94.79420050299967 46.35564873600049),,27,AST,AST3_1,NMBR,GENDER,GENF,,,,
2016,2016,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,4.76,4.76,,,4.08,5.44,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,AGEADJRATE,GENDER,GENF,,,,
2016,2016,OR,Oregon,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,8.01,8.01,,,6.25,9.78,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),,41,AST,AST3_1,AGEADJRATE,RACE,BLK,,,,
2011,2011,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,,Number,31,31,,,,,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,NMBR,GENDER,GENF,,,,
2014,2014,MT,Montana,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST3_1,NMBR,RACE,WHT,,,,
2018,2018,MN,Minnesota,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-94.79420050299967 46.35564873600049),,27,AST,AST4_1,NMBR,RACE,HIS,,,,
2020,2020,NV,Nevada,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,14.3,14.3,,,10.4,19.1,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2015,2015,TN,Tennessee,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Gender,Male,,,,,POINT (-85.77449091399967 35.68094058000048),,47,AST,AST3_1,NMBR,GENDER,GENM,,,,
2020,2020,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2017,2017,NC,North Carolina,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,11.3,11.3,,,9.2,13.3,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2018,2018,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,10.0,10,,,5.9,15.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2017,2017,WI,Wisconsin,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,1332,1332,,,,,Gender,Female,,,,,POINT (-89.81637074199966 44.39319117400049),,55,AST,AST3_1,NMBR,GENDER,GENF,,,,
2011,2011,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2014,2014,OR,Oregon,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,15.03,15.03,,,12.52,17.54,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),,41,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2011,2011,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,NMBR,RACE,WHT,,,,
2018,2018,NJ,New Jersey,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,1567,1567,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST3_1,NMBR,RACE,HIS,,,,
2020,2020,NM,New Mexico,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST4_1,NMBR,RACE,API,,,,
2015,2015,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2020,2020,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2020,2020,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2020,2020,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,23.0,23,,,17.6,29.6,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2012,2012,IN,Indiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,8.7,8.7,,,6.5,11.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2014,2014,NV,Nevada,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST4_1,CRDRATE,RACE,API,,,,
2016,2016,IN,Indiana,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST3_1,CRDRATE,RACE,AIAN,,,,
2014,2014,MN,Minnesota,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-94.79420050299967 46.35564873600049),,27,AST,AST4_1,NMBR,RACE,HIS,,,,
2014,2014,NC,North Carolina,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-79.15925046299964 35.466220975000454),,37,AST,AST4_1,NMBR,RACE,API,,,,
2012,2012,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,8.0,8,,,6.3,10,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2013,2013,FL,Florida,NVSS,Asthma,Asthma mortality rate,,,Number,31,31,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST4_1,NMBR,RACE,HIS,,,,
2017,2017,KY,Kentucky,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,3.21,3.21,,,2.97,3.45,Gender,Male,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST3_1,AGEADJRATE,GENDER,GENM,,,,
2013,2013,WA,Washington,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,4.89,4.89,,,4.7,5.09,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),,53,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2017,2017,CO,Colorado,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST4_1,NMBR,RACE,API,,,,
2013,2013,NE,Nebraska,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST3_1,NMBR,RACE,BLK,,,,
2018,2018,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2014,2014,ME,Maine,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST3_1,AGEADJRATE,RACE,HIS,,,,
2013,2013,NE,Nebraska,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST3_1,CRDRATE,RACE,HIS,,,,
2016,2016,MO,Missouri,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-92.56630005299968 38.635790776000476),,29,AST,AST3_1,NMBR,RACE,HIS,,,,
2014,2014,KS,Kansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,12.5,12.5,,,7.5,19.5,Gender,Female,,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2013,2013,NC,North Carolina,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-79.15925046299964 35.466220975000454),,37,AST,AST4_1,CRDRATE,RACE,API,,,,
2014,2014,OR,Oregon,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,57,57,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-120.15503132599969 44.56744942400047),,41,AST,AST3_1,NMBR,RACE,API,,,,
2013,2013,WI,Wisconsin,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,6.30,6.3,,,6.07,6.52,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),,55,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2012,2012,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,CRDRATE,RACE,API,,,,
2012,2012,NM,New Mexico,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2014,2014,VA,Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),,51,AST,AST3_1,NMBR,RACE,BLK,,,,
2018,2018,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,NMBR,RACE,AIAN,,,,
2016,2016,TX,Texas,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2013,2013,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2020,2020,NE,Nebraska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2019,2019,MO,Missouri,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-92.56630005299968 38.635790776000476),,29,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2013,2013,CA,California,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,18.8,18.8,,,13.7,25.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2010,2010,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2013,2013,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2015,2015,LA,Louisiana,NVSS,Asthma,Asthma mortality rate,,,Number,27,27,,,,,Gender,Male,,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST4_1,NMBR,GENDER,GENM,,,,
2015,2015,GU,Guam,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (144.793731 13.444304),,66,AST,AST3_1,AGEADJRATE,RACE,API,,,,
2015,2015,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,2.56,2.56,���,Estimate is based on the first 3 quarters of 2015 and is not directly comparable to estimates in prior years due to changes in ICD codes,1.92,3.2,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,CRDRATE,RACE,API,,,,
